Temperature;Humidity;Pressure;eCO2;TVOC;UV;IR;VIS;Time
20.95;41.16;989.02;438;5;0.0;254;254;1517990220
20.96;40.59;988.94;438;5;0.0;253;250;1517990250
20.96;40.56;989.04;438;5;0.0;253;256;1517990280
20.98;40.14;989.05;443;6;0.0;258;261;1517990310
20.99;40.05;988.98;433;5;0.0;253;265;1517990340
20.99;40.48;988.98;433;5;0.0;254;260;1517990370
20.99;41.11;989.05;443;6;0.02;255;256;1517990400
21.0;40.26;989.00;438;5;0.02;253;244;1517990430
20.98;41.82;989.00;438;5;0.02;257;254;1517990460
20.98;41.60;989.07;443;6;0.0;253;247;1517990490
20.97;40.19;989.01;433;5;0.01;254;253;1517990520
20.98;40.52;988.99;443;6;0.02;258;261;1517990550
20.99;40.03;989.00;433;5;0.0;254;258;1517990580
20.99;41.55;988.98;433;5;0.0;252;257;1517990610
20.98;41.19;989.07;443;6;0.01;251;259;1517990640
20.98;42.02;989.00;438;5;0.0;254;261;1517990670
20.98;41.17;988.99;438;5;0.07;250;261;1517990700
20.97;41.06;989.02;438;5;0.0;252;249;1517990730
20.99;41.38;988.98;433;5;0.0;257;269;1517990760
20.99;41.64;989.00;443;6;0.04;256;253;1517990790
20.99;42.66;988.96;443;6;0.0;255;253;1517990820
20.99;39.97;988.98;438;5;0.02;254;266;1517990850
20.98;41.10;988.97;438;5;0.02;252;256;1517990880
21.0;40.77;988.97;438;5;0.0;257;260;1517990910
20.99;40.18;988.98;443;6;0.0;253;251;1517990940
20.99;41.69;988.92;443;6;0.0;253;254;1517990970
20.99;40.92;988.96;433;5;0.0;255;254;1517991000
20.99;42.06;989.00;443;6;0.01;256;259;1517991030
21.0;41.28;988.97;443;6;0.02;256;272;1517991060
21.0;40.90;988.98;445;6;0.0;256;248;1517991090
21.01;40.91;989.01;445;6;0.0;254;253;1517991120
21.01;40.21;988.97;445;6;0.0;254;257;1517991150
21.0;41.02;989.00;445;6;0.04;253;259;1517991180
20.98;40.79;988.94;445;6;0.0;254;264;1517991210
20.99;40.63;988.97;445;6;0.04;251;250;1517991240
20.99;43.41;989.00;438;5;0.03;254;265;1517991270
21.01;39.17;988.94;438;5;0.0;252;263;1517991300
21.0;41.38;988.92;445;6;0.0;255;265;1517991330
21.0;39.82;989.04;452;7;0.01;254;251;1517991360
21.0;41.45;989.00;452;7;0.0;249;254;1517991390
21.01;40.22;988.97;445;6;0.0;255;256;1517991420
21.02;41.27;988.99;445;6;0.01;255;281;1517991450
20.98;40.12;988.95;445;6;0.03;254;253;1517991480
21.0;41.48;988.95;445;6;0.01;250;265;1517991510
21.0;40.96;989.01;445;6;0.0;254;260;1517991540
21.0;40.83;988.97;464;9;0.0;254;254;1517991570
21.0;42.29;988.96;475;11;0.0;253;255;1517991600
20.99;40.86;988.96;477;11;0.0;252;256;1517991630
21.01;41.67;989.04;487;13;0.0;254;271;1517991660
21.02;40.98;988.96;487;13;0.02;254;247;1517991690
21.02;39.69;989.01;477;11;0.02;254;251;1517991720
21.01;40.55;989.01;460;9;0.02;253;245;1517991750
21.0;41.24;988.97;477;11;0.03;251;256;1517991780
21.01;39.99;989.03;475;11;0.0;255;265;1517991810
21.0;40.65;988.98;477;11;0.0;253;271;1517991840
21.0;40.77;989.00;477;11;0.0;253;264;1517991870
21.0;40.87;989.04;464;9;0.02;256;245;1517991900
21.01;40.09;988.99;475;11;0.0;252;263;1517991930
21.01;42.10;988.90;477;11;0.0;255;270;1517991960
21.01;41.35;988.91;475;11;0.03;256;264;1517991990
21.01;40.76;988.93;475;11;0.0;252;265;1517992020
21.0;40.88;988.97;475;11;0.0;255;255;1517992050
21.0;41.33;988.93;475;11;0.0;255;258;1517992080
21.01;42.19;989.03;464;9;0.02;255;248;1517992110
21.01;41.28;988.97;457;8;0.03;256;255;1517992140
21.0;40.16;989.06;457;8;0.0;251;258;1517992170
21.01;40.09;989.00;464;9;0.02;254;252;1517992200
21.0;40.90;989.05;457;8;0.02;254;260;1517992230
21.01;40.89;988.95;457;8;0.01;256;262;1517992260
21.01;41.02;989.03;460;9;0.03;253;270;1517992290
21.02;41.54;988.98;460;9;0.0;256;271;1517992320
21.02;40.86;988.95;457;8;0.04;256;256;1517992350
21.02;42.37;989.07;460;9;0.02;255;266;1517992380
21.04;40.79;988.94;460;9;0.0;252;259;1517992410
21.02;41.13;988.99;452;7;0.01;255;256;1517992440
21.02;40.94;988.99;460;9;0.03;253;263;1517992470
21.01;41.65;989.01;457;8;0.0;254;257;1517992500
21.03;42.43;988.90;457;8;0.0;256;257;1517992530
21.02;41.47;988.95;457;8;0.0;253;263;1517992560
21.02;41.63;988.96;445;6;0.01;254;253;1517992590
21.01;39.99;989.03;443;6;0.06;254;255;1517992620
21.02;39.96;989.03;452;7;0.06;251;259;1517992650
21.01;39.88;988.95;452;7;0.02;255;265;1517992680
21.02;41.21;988.95;445;6;0.0;253;259;1517992710
21.02;39.99;989.00;443;6;0.02;254;263;1517992740
21.02;41.27;988.97;443;6;0.02;254;268;1517992770
21.03;40.23;988.99;443;6;0.02;251;252;1517992800
21.03;40.82;988.93;443;6;0.0;253;255;1517992830
21.04;41.40;989.02;443;6;0.02;254;254;1517992860
21.04;40.41;989.02;452;7;0.0;256;263;1517992890
21.03;40.12;989.02;438;5;0.05;257;252;1517992920
21.02;42.14;988.96;438;5;0.01;253;251;1517992950
21.03;40.18;988.93;443;6;0.05;254;259;1517992980
21.04;40.92;988.93;443;6;0.0;254;257;1517993010
21.05;40.69;989.01;438;5;0.0;256;254;1517993040
21.04;41.03;989.01;445;6;0.03;255;257;1517993070
21.02;39.63;989.01;445;6;0.0;255;262;1517993100
21.03;39.85;989.10;445;6;0.0;251;277;1517993130
21.02;39.21;988.99;445;6;0.0;256;267;1517993160
21.04;40.59;989.01;445;6;0.0;253;255;1517993190
21.05;40.89;989.03;443;6;0.07;256;274;1517993220
21.04;41.76;989.01;443;6;0.01;257;261;1517993250
21.05;39.49;989.05;443;6;0.04;253;260;1517993280
21.04;41.59;989.03;443;6;0.0;254;260;1517993310
21.04;41.76;989.02;443;6;0.04;253;254;1517993340
21.05;41.14;988.97;443;6;0.0;253;251;1517993370
21.04;40.80;989.08;438;5;0.0;253;269;1517993400
21.05;41.73;989.00;427;4;0.0;257;265;1517993430
21.04;39.92;989.03;438;5;0.0;253;246;1517993460
21.04;41.48;989.04;443;6;0.03;255;253;1517993490
21.06;41.25;989.09;443;6;0.0;257;249;1517993520
21.05;39.78;989.04;438;5;0.0;253;248;1517993550
21.06;40.57;988.98;443;6;0.0;254;251;1517993580
21.04;42.27;989.03;427;4;0.02;258;260;1517993610
21.05;40.38;988.98;438;5;0.05;256;258;1517993640
21.07;41.60;989.04;438;5;0.0;253;249;1517993670
21.06;40.76;989.02;438;5;0.01;253;250;1517993700
21.06;40.36;988.98;438;5;0.0;257;254;1517993730
21.07;40.81;988.93;438;5;0.0;253;254;1517993760
21.06;42.87;988.97;443;6;0.03;255;258;1517993790
21.06;41.23;989.02;438;5;0.03;250;243;1517993820
21.07;40.99;988.98;438;5;0.02;254;254;1517993850
21.05;40.93;988.99;427;4;0.02;255;263;1517993880
21.06;41.11;989.06;427;4;0.0;255;268;1517993910
21.05;42.34;989.04;438;5;0.02;253;270;1517993940
21.04;40.94;988.94;427;4;0.0;252;253;1517993970
21.03;41.00;989.05;427;4;0.02;254;249;1517994000
21.05;39.97;988.99;438;5;0.03;253;256;1517994030
21.07;41.49;989.04;433;5;0.0;255;264;1517994060
21.09;41.51;989.12;433;5;0.0;251;251;1517994090
21.05;41.34;988.99;433;5;0.05;255;255;1517994120
21.06;41.40;989.01;433;5;0.0;255;259;1517994150
21.06;40.73;989.04;427;4;0.03;255;257;1517994180
21.07;40.88;989.09;438;5;0.0;256;263;1517994210
21.04;41.39;989.11;438;5;0.0;256;256;1517994240
21.06;41.79;989.06;438;5;0.03;257;249;1517994270
21.07;40.90;989.09;438;5;0.0;250;269;1517994300
21.06;41.98;989.03;438;5;0.01;258;253;1517994330
21.07;39.92;989.04;438;5;0.02;256;264;1517994360
21.07;41.37;989.05;438;5;0.01;257;253;1517994390
21.06;40.95;989.12;438;5;0.03;252;256;1517994420
21.07;40.44;989.12;438;5;0.0;255;249;1517994450
21.06;41.75;989.06;427;4;0.0;253;265;1517994480
21.07;40.84;989.04;427;4;0.0;252;262;1517994510
21.06;41.04;989.13;438;5;0.01;255;257;1517994540
21.07;40.94;989.11;422;3;0.01;255;261;1517994570
21.06;41.46;989.07;438;5;0.01;252;257;1517994600
21.06;39.93;989.05;427;4;0.0;253;259;1517994630
21.06;40.49;989.03;438;5;0.0;255;256;1517994660
21.07;40.88;989.16;438;5;0.03;254;250;1517994690
21.06;40.87;989.12;438;5;0.0;256;250;1517994720
21.05;40.94;989.09;427;4;0.0;255;258;1517994750
21.07;41.44;989.07;438;5;0.01;248;264;1517994780
21.08;41.42;989.01;438;5;0.02;254;254;1517994810
21.08;39.80;989.11;427;4;0.0;250;260;1517994840
21.09;41.59;989.05;433;5;0.03;253;275;1517994870
21.08;41.51;989.10;433;5;0.0;256;259;1517994900
21.07;42.87;989.10;433;5;0.0;255;259;1517994930
21.08;40.99;989.08;433;5;0.0;255;257;1517994960
21.07;40.86;989.11;433;5;0.01;251;253;1517994990
21.09;39.69;989.14;433;5;0.0;254;253;1517995020
21.09;40.94;989.11;433;5;0.04;256;249;1517995050
21.08;40.87;989.09;433;5;0.02;254;264;1517995080
21.08;40.96;989.05;433;5;0.0;256;253;1517995110
21.07;40.73;989.16;433;5;0.03;258;266;1517995140
21.08;41.58;989.09;433;5;0.01;254;260;1517995170
21.09;40.71;989.12;433;5;0.0;252;260;1517995200
21.11;41.37;989.16;433;5;0.01;255;256;1517995230
21.13;40.94;989.11;433;5;0.0;256;260;1517995260
21.17;41.14;989.15;433;5;0.02;254;258;1517995290
21.18;40.60;989.12;422;3;0.01;252;259;1517995320
21.18;40.52;989.14;433;5;0.0;251;265;1517995350
21.18;42.63;989.17;422;3;0.07;250;265;1517995380
21.2;43.54;989.16;433;5;0.0;252;267;1517995410
21.22;43.45;989.16;433;5;0.0;251;255;1517995440
21.23;43.94;989.18;433;5;0.0;253;252;1517995470
21.23;44.25;989.19;433;5;0.0;250;257;1517995500
21.25;44.84;989.18;427;4;0.05;256;252;1517995530
21.26;43.60;989.08;427;4;0.0;253;255;1517995560
21.26;45.18;989.13;422;3;0.0;258;266;1517995590
21.27;44.50;989.10;427;4;0.0;257;273;1517995620
21.27;45.66;989.20;427;4;0.01;255;256;1517995650
21.28;44.43;989.13;427;4;0.01;252;255;1517995680
21.29;44.78;989.14;427;4;0.0;256;248;1517995710
21.3;44.85;989.07;427;4;0.0;255;252;1517995740
21.29;44.88;989.19;418;2;0.04;251;256;1517995770
21.3;43.93;989.13;427;4;0.0;252;260;1517995800
21.27;44.85;989.12;418;2;0.04;254;273;1517995830
21.26;45.17;989.18;422;3;0.02;255;259;1517995860
21.27;43.88;989.12;422;3;0.03;256;251;1517995890
21.24;44.74;989.10;422;3;0.02;250;256;1517995920
21.25;45.24;989.17;422;3;0.0;257;245;1517995950
21.26;44.29;989.07;414;2;0.03;257;256;1517995980
21.24;44.06;989.11;422;3;0.05;252;257;1517996010
21.25;43.02;989.20;422;3;0.05;255;254;1517996040
21.26;44.56;989.17;422;3;0.0;254;267;1517996070
21.25;44.59;989.14;422;3;0.02;252;253;1517996100
21.24;44.55;989.14;418;2;0.0;253;259;1517996130
21.24;43.97;989.12;422;3;0.0;256;254;1517996160
21.25;43.41;989.13;418;2;0.05;256;253;1517996190
21.26;44.20;989.08;422;3;0.0;257;258;1517996220
21.25;44.14;989.20;422;3;0.0;256;255;1517996250
21.25;44.22;989.15;418;2;0.03;255;254;1517996280
21.24;44.65;989.20;418;2;0.04;255;246;1517996310
21.25;42.80;989.13;418;2;0.03;253;255;1517996340
21.25;43.99;989.10;410;1;0.01;256;262;1517996370
21.24;44.54;989.09;410;1;0.02;254;264;1517996400
21.23;43.82;989.12;418;2;0.03;253;262;1517996430
21.24;44.18;989.11;414;2;0.01;257;265;1517996460
21.24;43.35;989.11;410;1;0.0;253;253;1517996490
21.25;44.11;989.03;418;2;0.0;257;259;1517996520
21.25;43.47;989.06;418;2;0.03;253;258;1517996550
21.25;43.24;989.11;418;2;0.02;255;250;1517996580
21.26;42.93;989.15;414;2;0.04;254;248;1517996610
21.26;43.24;989.11;410;1;0.05;255;258;1517996640
21.26;43.03;989.15;418;2;0.02;256;257;1517996670
21.26;43.25;989.11;414;2;0.0;254;272;1517996700
21.27;43.00;989.14;418;2;0.03;256;252;1517996730
21.24;43.72;989.13;414;2;0.04;255;269;1517996760
21.26;43.42;989.05;418;2;0.01;255;264;1517996790
21.26;43.62;989.01;418;2;0.01;254;262;1517996820
21.25;45.04;989.15;410;1;0.04;256;256;1517996850
21.26;43.66;989.11;418;2;0.02;256;242;1517996880
21.27;43.21;989.13;422;3;0.06;254;269;1517996910
21.28;42.57;989.10;427;4;0.05;256;252;1517996940
21.28;43.01;989.10;433;5;0.05;251;270;1517996970
21.27;43.95;989.09;433;5;0.0;254;254;1517997000
21.26;43.82;989.04;438;5;0.02;255;264;1517997030
21.26;43.71;989.09;438;5;0.01;256;256;1517997060
21.27;43.14;989.11;445;6;0.0;257;261;1517997090
21.27;43.62;989.16;460;9;0.0;255;257;1517997120
21.28;43.81;989.22;475;11;0.02;259;256;1517997150
21.27;43.40;989.12;482;12;0.06;253;267;1517997180
21.27;42.23;989.21;487;13;0.04;253;255;1517997210
21.28;43.04;989.14;496;14;0.0;255;259;1517997240
21.27;41.27;989.22;498;14;0.0;255;263;1517997270
21.28;44.42;989.17;498;14;0.0;253;260;1517997300
21.27;42.42;989.26;503;15;0.0;253;258;1517997330
21.28;42.31;989.18;503;15;0.01;255;262;1517997360
21.27;43.39;989.20;496;14;0.01;255;260;1517997390
21.27;42.24;989.23;503;15;0.02;256;265;1517997420
21.26;42.82;989.25;503;15;0.01;253;267;1517997450
21.27;42.36;989.20;514;17;0.01;252;251;1517997480
21.27;42.58;989.23;498;14;0.0;258;255;1517997510
21.27;42.08;989.24;503;15;0.0;253;253;1517997540
21.27;42.21;989.27;503;15;0.0;255;237;1517997570
21.26;42.64;989.21;503;15;0.01;256;260;1517997600
21.27;42.42;989.20;514;17;0.0;254;268;1517997630
21.27;42.89;989.21;514;17;0.0;254;251;1517997660
21.28;42.84;989.16;526;19;0.0;251;261;1517997690
21.28;43.43;989.19;543;21;0.0;255;264;1517997720
21.29;42.10;989.20;555;23;0.0;254;257;1517997750
21.29;42.28;989.24;555;23;0.06;252;270;1517997780
21.29;42.95;989.22;561;24;0.0;256;271;1517997810
21.28;42.51;989.24;575;26;0.05;254;264;1517997840
21.29;43.08;989.18;581;27;0.0;252;258;1517997870
21.3;42.43;989.23;581;27;0.0;255;247;1517997900
21.28;41.59;989.25;561;24;0.04;256;261;1517997930
21.26;42.71;989.25;569;25;0.02;253;262;1517997960
21.28;42.26;989.22;575;26;0.04;255;252;1517997990
21.28;41.97;989.20;575;26;0.0;246;250;1517998020
21.28;42.81;989.24;561;24;0.0;255;266;1517998050
21.29;42.43;989.23;575;26;0.03;256;260;1517998080
21.28;42.41;989.18;575;26;0.0;256;270;1517998110
21.27;42.28;989.17;569;25;0.0;255;244;1517998140
21.28;44.20;989.19;555;23;0.0;253;260;1517998170
21.29;42.39;989.17;555;23;0.0;253;257;1517998200
21.28;40.13;989.14;543;21;0.0;256;265;1517998230
21.29;42.73;989.21;531;19;0.0;254;264;1517998260
21.29;43.06;989.09;531;19;0.0;256;255;1517998290
21.3;41.46;989.17;526;19;0.0;253;258;1517998320
21.28;42.69;989.18;531;19;0.0;254;250;1517998350
21.27;42.35;989.14;543;21;0.0;252;274;1517998380
21.28;43.51;989.14;536;20;0.0;256;254;1517998410
21.29;42.04;989.09;536;20;0.0;257;254;1517998440
21.29;42.54;989.11;536;20;0.02;257;258;1517998470
21.28;42.26;989.18;519;18;0.0;254;257;1517998500
21.27;42.12;989.15;519;18;0.03;252;262;1517998530
21.28;42.18;989.07;531;19;0.0;250;260;1517998560
21.27;43.28;989.19;531;19;0.05;259;263;1517998590
21.28;43.06;989.14;519;18;0.0;252;255;1517998620
21.27;42.71;989.15;526;19;0.02;253;258;1517998650
21.26;42.48;989.22;519;18;0.0;255;271;1517998680
21.27;42.44;989.19;519;18;0.02;256;250;1517998710
21.27;41.91;989.17;514;17;0.06;252;264;1517998740
21.28;43.77;989.10;519;18;0.03;255;259;1517998770
21.29;40.39;989.11;519;18;0.0;255;254;1517998800
21.29;42.66;989.19;514;17;0.0;254;267;1517998830
21.29;42.22;989.14;503;15;0.0;258;264;1517998860
21.3;41.63;989.18;503;15;0.0;255;259;1517998890
21.29;43.38;989.09;503;15;0.0;254;262;1517998920
21.29;41.41;989.09;503;15;0.0;254;245;1517998950
21.28;41.61;989.18;498;14;0.0;253;258;1517998980
21.28;42.53;989.17;496;14;0.03;256;261;1517999010
21.28;41.48;989.10;498;14;0.05;254;259;1517999040
21.27;42.41;989.03;498;14;0.0;255;261;1517999070
21.28;43.87;989.11;498;14;0.0;253;264;1517999100
21.26;43.44;989.10;487;13;0.02;258;260;1517999130
21.26;42.07;989.02;496;14;0.02;252;255;1517999160
21.26;43.05;989.03;496;14;0.0;258;255;1517999190
21.27;41.02;989.02;496;14;0.02;257;262;1517999220
21.26;41.78;989.03;487;13;0.03;255;262;1517999250
21.25;41.66;988.99;487;13;0.0;255;264;1517999280
21.25;41.86;989.01;487;13;0.0;257;263;1517999310
21.26;42.80;989.03;487;13;0.06;259;255;1517999340
21.27;42.36;988.98;477;11;0.0;256;254;1517999370
21.27;41.85;989.01;482;12;0.0;252;255;1517999400
21.28;41.64;989.04;477;11;0.0;256;255;1517999430
21.27;41.94;989.06;482;12;0.01;252;266;1517999460
21.28;41.57;989.11;482;12;0.01;254;258;1517999490
21.29;42.11;989.10;482;12;0.0;253;263;1517999520
21.27;43.33;989.12;477;11;0.07;255;270;1517999550
21.29;42.17;989.16;464;9;0.0;250;247;1517999580
21.26;42.89;989.17;477;11;0.06;252;261;1517999610
21.26;41.58;989.10;464;9;0.0;255;257;1517999640
21.27;42.72;989.10;475;11;0.0;251;253;1517999670
21.26;41.14;989.17;475;11;0.01;255;262;1517999700
21.26;41.68;989.09;475;11;0.02;256;248;1517999730
21.27;41.94;989.07;475;11;0.0;253;252;1517999760
21.26;42.64;989.07;475;11;0.02;252;264;1517999790
21.27;41.70;989.04;460;9;0.0;252;262;1517999820
21.26;42.28;989.09;457;8;0.04;255;248;1517999850
21.25;42.52;989.10;464;9;0.04;253;258;1517999880
21.26;40.18;989.08;464;9;0.01;261;245;1517999910
21.26;41.85;989.08;457;8;0.0;253;262;1517999940
21.27;42.51;989.13;457;8;0.01;254;264;1517999970
21.25;41.21;988.97;452;7;0.0;256;262;1518000000
21.24;40.58;989.13;457;8;0.0;250;256;1518000030
21.25;41.95;989.02;452;7;0.0;254;261;1518000060
21.26;42.38;989.05;457;8;0.0;256;254;1518000090
21.26;41.70;989.00;457;8;0.02;255;266;1518000120
21.26;43.31;989.03;445;6;0.02;255;252;1518000150
21.24;41.22;989.02;457;8;0.0;257;260;1518000180
21.27;43.82;988.98;457;8;0.02;252;252;1518000210
21.28;41.91;989.06;452;7;0.05;254;256;1518000240
21.27;41.74;989.07;457;8;0.01;255;255;1518000270
21.26;41.90;989.01;452;7;0.0;258;250;1518000300
21.27;41.83;989.02;452;7;0.05;256;258;1518000330
21.27;42.79;989.07;443;6;0.05;256;259;1518000360
21.26;42.57;989.01;452;7;0.0;257;257;1518000390
21.26;41.19;989.01;445;6;0.05;255;246;1518000420
21.28;41.40;989.01;445;6;0.0;255;260;1518000450
21.26;44.59;989.05;445;6;0.0;257;254;1518000480
21.27;41.86;988.97;443;6;0.06;254;261;1518000510
21.26;41.28;989.01;443;6;0.06;251;249;1518000540
21.27;41.48;989.06;433;5;0.0;256;250;1518000570
21.26;41.84;989.07;438;5;0.0;253;249;1518000600
21.27;41.32;989.01;427;4;0.02;251;246;1518000630
21.27;41.96;989.03;438;5;0.03;254;256;1518000660
21.26;40.36;989.04;427;4;0.0;255;269;1518000690
21.27;41.78;989.03;438;5;0.02;255;256;1518000720
21.27;39.88;989.09;422;3;0.03;256;252;1518000750
21.26;42.39;989.02;433;5;0.0;255;245;1518000780
21.25;41.40;989.04;433;5;0.0;254;251;1518000810
21.26;41.90;989.04;427;4;0.0;250;253;1518000840
21.25;41.92;989.04;433;5;0.0;253;264;1518000870
21.28;41.42;988.98;433;5;0.0;255;253;1518000900
21.27;42.74;989.11;433;5;0.0;257;254;1518000930
21.25;42.32;989.08;427;4;0.0;251;251;1518000960
21.24;42.21;989.10;418;2;0.0;255;260;1518000990
21.28;41.71;989.09;427;4;0.05;253;258;1518001020
21.28;41.34;989.11;422;3;0.0;255;254;1518001050
21.27;40.57;989.05;414;2;0.0;255;260;1518001080
21.26;41.04;989.04;422;3;0.0;253;265;1518001110
21.26;40.66;989.10;422;3;0.05;255;261;1518001140
21.26;40.41;989.07;422;3;0.02;256;253;1518001170
21.27;41.46;989.08;418;2;0.03;255;251;1518001200
21.28;41.30;989.05;418;2;0.02;256;257;1518001230
21.28;41.35;989.05;418;2;0.0;257;260;1518001260
21.27;42.14;989.01;414;2;0.01;257;253;1518001290
21.26;42.86;989.03;414;2;0.0;258;254;1518001320
21.27;42.15;989.04;414;2;0.06;255;257;1518001350
21.28;41.99;989.08;414;2;0.03;257;253;1518001380
21.27;41.76;989.03;405;0;0.0;259;254;1518001410
21.29;42.75;989.13;414;2;0.03;256;258;1518001440
21.28;39.10;989.08;405;0;0.0;255;263;1518001470
21.29;41.66;989.04;414;2;0.0;251;263;1518001500
21.28;42.29;989.00;400;0;0.0;253;252;1518001530
21.29;41.18;989.05;414;2;0.05;251;259;1518001560
21.27;42.96;989.01;410;1;0.01;252;252;1518001590
21.27;41.19;989.01;410;1;0.05;253;264;1518001620
21.27;42.12;988.99;410;1;0.0;258;255;1518001650
21.28;40.98;989.04;405;0;0.0;256;242;1518001680
21.27;42.44;989.05;408;1;0.0;256;241;1518001710
21.28;41.76;989.04;400;0;0.03;254;245;1518001740
21.28;40.62;989.10;400;0;0.0;257;266;1518001770
21.27;42.51;989.09;400;0;0.0;255;261;1518001800
21.26;42.16;989.03;408;1;0.01;256;263;1518001830
21.26;41.67;989.04;408;1;0.01;253;249;1518001860
21.27;41.58;989.07;413;1;0.0;256;253;1518001890
21.26;40.84;989.08;400;0;0.0;253;257;1518001920
21.27;40.61;989.11;400;0;0.02;254;269;1518001950
21.25;41.62;988.97;409;1;0.03;257;254;1518001980
21.26;42.85;989.02;400;0;0.01;256;264;1518002010
21.27;42.94;989.08;405;0;0.03;254;257;1518002040
21.27;42.42;989.06;409;1;0.01;252;249;1518002070
21.27;41.76;989.06;405;0;0.0;257;263;1518002100
21.27;41.49;989.07;405;0;0.01;257;266;1518002130
21.27;42.17;989.01;414;2;0.03;257;267;1518002160
21.26;40.41;989.01;409;1;0.0;254;259;1518002190
21.26;40.62;989.04;409;1;0.02;255;261;1518002220
21.26;42.23;989.01;405;0;0.0;253;248;1518002250
21.26;39.87;989.00;400;0;0.03;254;259;1518002280
21.26;41.11;989.02;409;1;0.02;255;262;1518002310
21.25;43.55;989.00;411;1;0.0;256;250;1518002340
21.24;41.94;988.99;400;0;0.05;250;241;1518002370
21.24;42.09;989.02;407;1;0.03;252;254;1518002400
21.26;43.11;989.01;407;1;0.0;253;258;1518002430
21.25;39.94;989.03;400;0;0.03;251;263;1518002460
21.25;41.69;989.01;407;1;0.0;249;251;1518002490
21.24;42.08;988.90;400;0;0.03;253;246;1518002520
21.25;43.00;989.03;407;1;0.01;253;251;1518002550
21.25;42.10;989.01;400;0;0.06;255;260;1518002580
21.26;41.71;988.95;400;0;0.02;255;245;1518002610
21.25;42.27;989.04;402;0;0.0;252;255;1518002640
21.24;41.78;989.01;402;0;0.01;255;253;1518002670
21.27;41.38;988.92;400;0;0.0;254;254;1518002700
21.25;42.10;989.02;400;0;0.05;253;253;1518002730
21.24;40.38;989.05;400;0;0.0;252;267;1518002760
21.23;43.41;989.06;409;1;0.03;256;261;1518002790
21.23;43.11;989.01;400;0;0.0;255;262;1518002820
21.22;42.65;988.99;402;0;0.03;255;256;1518002850
21.23;41.06;989.02;409;1;0.04;256;258;1518002880
21.23;41.72;988.95;400;0;0.0;253;256;1518002910
21.24;42.18;988.92;414;2;0.0;252;249;1518002940
21.23;43.41;988.93;414;2;0.0;253;258;1518002970
21.23;44.01;988.99;405;0;0.08;251;266;1518003000
21.23;44.85;988.97;414;2;0.03;254;268;1518003030
21.21;42.61;988.94;414;2;0.02;250;252;1518003060
21.23;42.00;988.91;407;1;0.0;254;250;1518003090
21.22;43.20;988.98;407;1;0.04;253;247;1518003120
21.23;42.34;988.90;407;1;0.0;253;249;1518003150
21.22;41.77;988.89;407;1;0.03;250;251;1518003180
21.22;41.55;988.88;407;1;0.0;256;250;1518003210
21.22;41.09;988.90;400;0;0.0;256;270;1518003240
21.21;43.05;988.93;408;1;0.0;252;259;1518003270
21.2;41.36;988.90;408;1;0.0;250;251;1518003300
21.2;44.16;988.84;408;1;0.05;255;268;1518003330
21.21;42.05;988.89;408;1;0.01;255;246;1518003360
21.2;41.53;988.86;403;0;0.02;251;253;1518003390
21.19;42.43;988.86;403;0;0.0;253;267;1518003420
21.19;39.85;988.84;408;1;0.0;250;260;1518003450
21.2;41.97;988.80;400;0;0.0;253;257;1518003480
21.2;41.50;988.84;400;0;0.0;254;262;1518003510
21.2;41.71;988.81;408;1;0.0;256;264;1518003540
21.2;41.94;988.75;408;1;0.01;249;266;1518003570
21.2;43.04;988.85;408;1;0.04;256;255;1518003600
21.2;41.09;988.90;400;0;0.0;251;257;1518003630
21.19;41.95;988.85;405;0;0.05;252;249;1518003660
21.19;41.26;988.75;408;1;0.01;252;267;1518003690
21.19;42.27;988.81;408;1;0.02;248;263;1518003720
21.19;40.29;988.85;408;1;0.0;253;260;1518003750
21.18;42.95;988.88;400;0;0.0;251;259;1518003780
21.18;41.87;988.80;408;1;0.0;256;264;1518003810
21.17;41.00;988.85;403;0;0.0;256;256;1518003840
21.16;41.57;988.80;400;0;0.0;253;266;1518003870
21.17;42.08;988.87;408;1;0.0;255;270;1518003900
21.18;40.42;988.80;408;1;0.0;255;251;1518003930
21.17;41.03;988.80;400;0;0.0;254;249;1518003960
21.16;41.39;988.85;408;1;0.01;255;251;1518003990
21.17;42.80;988.96;408;1;0.05;252;253;1518004020
21.17;41.26;988.90;408;1;0.03;254;259;1518004050
21.17;41.81;988.75;400;0;0.0;251;258;1518004080
21.17;42.58;988.83;408;1;0.03;255;260;1518004110
21.17;42.40;988.88;405;0;0.0;253;259;1518004140
21.15;41.96;988.88;400;0;0.06;253;260;1518004170
21.17;41.74;988.81;400;0;0.0;250;264;1518004200
21.17;41.62;988.81;408;1;0.0;257;266;1518004230
21.15;41.74;988.87;405;0;0.02;253;273;1518004260
21.15;41.86;988.87;408;1;0.0;253;243;1518004290
21.15;41.12;988.74;407;1;0.0;255;240;1518004320
21.15;41.41;988.84;411;1;0.03;251;271;1518004350
21.14;41.67;988.85;411;1;0.02;251;262;1518004380
21.14;42.87;988.89;411;1;0.0;253;259;1518004410
21.13;41.14;988.84;407;1;0.06;253;258;1518004440
21.14;41.62;988.83;405;0;0.0;251;242;1518004470
21.14;42.52;988.85;400;0;0.0;250;252;1518004500
21.13;43.12;988.90;407;1;0.0;252;267;1518004530
21.14;42.24;988.90;405;0;0.0;257;256;1518004560
21.14;41.61;988.89;400;0;0.0;252;263;1518004590
21.14;41.54;988.88;410;1;0.0;256;251;1518004620
